sample_id,time,line_id,line_name,station_id,nearest_boarding_station,destination_station,current_location,walk_distance_m,inflow_30m,outflow_30m,weather,temperature,headway,online_vehicle,total_vehicle,is_peak,scenic_name,scenic_type,scenic_intensity,advice_intent,crowding_adjusted,congestion_adjusted,seat_pressure,boarding_convenience,advice_level,recommended_action,user_question,assistant_answer
TA00438,2024-04-07 18:07:00,d288657336e08c8f69db3df62d8f24c1,107B路,e7b6a327e08cfeb33da00b35223b9f6d,泽胜温泉城（西门）,新大兴,泽胜温泉城（西门）公交港湾约533米,533,57,19,小雨,30.6,9.1,6,9,1,行政服务中心,政务集散,0.336,换乘规划,0.713,0.811,0.66,0.334,普通,常态候车,结合现在的天气和附近客流，从泽胜温泉城（西门）公交港湾约533米去新大兴怎么走最稳妥？,"您好！从泽胜温泉城（西门）公交港湾约533米前往新大兴，当前外面是小雨，距离泽胜温泉城（西门）站还有533米步行路程，请务必备好雨具注意安全。

目前107B路的车厢拥挤度在 71% 左右，道路拥堵指数 81%。

💡 **综合建议**：整体路况和客流处于常态水平，您可以按原计划步行前往站点正常候车。建议通过App留意车辆到站预估时间。"
TA00439,2024-04-07 22:56:00,8a4d70b6fab532acf71a70c6d76b4e15,105路,7d4fdf0708e29f37faf86899e40aa413,桥南第一村,桥南新苑,桥南第一村东侧约630米,630,57,28,小雨,16.5,10.2,22,22,1,白鹤梁,文化景区,0.633,晚高峰回家,0.99,0.953,0.849,0.213,强提醒,避让/错峰,我现在在桥南第一村东侧约630米，要去桥南新苑，走过去坐105路合适吗？,"您好！从桥南第一村东侧约630米前往桥南新苑，当前外面是小雨，距离桥南第一村站还有630米步行路程，请务必备好雨具注意安全。

目前105路的车厢拥挤度在 99% 左右，道路拥堵指数 95%。

💡 **综合建议**：车厢目前非常拥挤且路况不佳，等候时间较长。建议您在室内稍作休息错开当前高峰，或者考虑打车/骑行等其他交通方式。"
TA00440,2024-04-07 12:04:00,f19c1de7e49ae3d4dfb6555402f995bb,112路,0747da93e8e62e0df6b0fe4a6e92f78e,图书馆,水务局,图书馆对面天桥下约371米,371,110,32,晴,9.6,11.7,11,17,1,图书馆文化区,文教热点,0.682,通勤出行,0.842,0.545,0.662,0.536,普通,常态候车,请帮我判断下，现在从图书馆对面天桥下约371米去水务局，推荐按原计划等车还是换个方案？,"您好！从图书馆对面天桥下约371米前往水务局，目前正值高峰时段，周边道路和客流压力较大。

目前112路的车厢拥挤度在 84% 左右，道路拥堵指数 55%。

💡 **综合建议**：整体路况和客流处于常态水平，您可以按原计划步行前往站点正常候车。建议通过App留意车辆到站预估时间。"
TA00441,2024-04-07 13:16:00,8a4d70b6fab532acf71a70c6d76b4e15,105路,4c854e70cb36c0d8f4553849ab0c7741,中天广场,人武部,中天广场商圈附近约792米,792,69,30,阴,28.1,8.8,17,22,1,图书馆文化区,文教热点,0.91,换乘规划,0.617,0.817,0.612,0.1,普通,常态候车,我现在在中天广场商圈附近约792米，要去人武部，走过去坐105路合适吗？,"您好！从中天广场商圈附近约792米前往人武部，目前正值高峰时段，周边道路和客流压力较大。

目前105路的车厢拥挤度在 62% 左右，道路拥堵指数 82%。另外，受图书馆文化区文教热点影响，途经该区域可能会有客流聚集。

💡 **综合建议**：整体路况和客流处于常态水平，您可以按原计划步行前往站点正常候车。建议通过App留意车辆到站预估时间。"
TA00442,2024-04-07 11:37:00,8a4d70b6fab532acf71a70c6d76b4e15,105路,fe24e7558457ffb3668f9b88e6746382,奥体中心,高笋塘,奥体中心公交港湾约70米,70,7,3,晴,14.1,33.6,16,22,0,宏声桥商圈,商圈客流,0.785,景区避堵,0.613,0.99,0.803,0.912,强提醒,避让/错峰,外面天气感觉一般，我从奥体中心公交港湾约70米出发去高笋塘，帮我看看路况和车上挤不挤。,"您好！从奥体中心公交港湾约70米前往高笋塘，距离上车点奥体中心约70米，走过去很近。

目前105路的车厢拥挤度在 61% 左右，道路拥堵指数 99%。受路况影响，预计当前发车间隔较长（约 33.6 分钟）。另外，受宏声桥商圈商圈客流影响，途经该区域可能会有客流聚集。

💡 **综合建议**：车厢目前非常拥挤且路况不佳，等候时间较长。建议您在室内稍作休息错开当前高峰，或者考虑打车/骑行等其他交通方式。"
TA00443,2024-04-07 08:27:00,8a4d70b6fab532acf71a70c6d76b4e15,105路,fab859ef347c3152b7c1b1c576d51220,人武部,中心医院,人武部北侧路口约356米,356,33,21,小雨,27.0,9.7,22,22,1,白鹤梁,文化景区,0.276,景区避堵,0.975,0.769,0.783,0.555,强提醒,避让/错峰,我现在在人武部北侧路口约356米，要去中心医院，走过去坐105路合适吗？,"您好！从人武部北侧路口约356米前往中心医院，目前正值高峰时段，周边道路和客流压力较大。

目前105路的车厢拥挤度在 98% 左右，道路拥堵指数 77%。

💡 **综合建议**：车厢目前非常拥挤且路况不佳，等候时间较长。建议您在室内稍作休息错开当前高峰，或者考虑打车/骑行等其他交通方式。"
TA00444,2024-04-07 11:57:00,2784f60394214283364aa4321717a939,104路,3de2c7760a21d9abc8abdcacaf08f885,行政服务中心,洗墨路口,行政服务中心公交港湾约521米,521,172,132,暴雨,35.0,16.5,13,14,1,宏声桥商圈,商圈客流,0.72,通勤出行,0.99,0.99,0.902,0.349,强提醒,避让/错峰,外面天气感觉一般，我从行政服务中心公交港湾约521米出发去洗墨路口，帮我看看路况和车上挤不挤。,"您好！从行政服务中心公交港湾约521米前往洗墨路口，当前外面是暴雨，距离行政服务中心站还有521米步行路程，请务必备好雨具注意安全。

目前104路的车厢拥挤度在 99% 左右，道路拥堵指数 99%。受路况影响，预计当前发车间隔较长（约 16.5 分钟）。另外，受宏声桥商圈商圈客流影响，途经该区域可能会有客流聚集。

💡 **综合建议**：车厢目前非常拥挤且路况不佳，等候时间较长。建议您在室内稍作休息错开当前高峰，或者考虑打车/骑行等其他交通方式。"
TA00445,2024-04-07 09:35:00,21c4fd80af0c3078a9bd828c0a66a048,202路,e59bc529c71f917f694d120f2061d05b,中心医院,人武部,中心医院商圈附近约364米,364,58,12,晴,6.7,10.4,14,19,1,宏声桥商圈,商圈客流,0.872,景区避堵,0.789,0.746,0.688,0.545,普通,常态候车,我现在在中心医院商圈附近约364米，要去人武部，走过去坐202路合适吗？,"您好！从中心医院商圈附近约364米前往人武部，目前正值高峰时段，周边道路和客流压力较大。

目前202路的车厢拥挤度在 79% 左右，道路拥堵指数 75%。另外，受宏声桥商圈商圈客流影响，途经该区域可能会有客流聚集。

💡 **综合建议**：整体路况和客流处于常态水平，您可以按原计划步行前往站点正常候车。建议通过App留意车辆到站预估时间。"
TA00446,2024-04-07 13:57:00,21c4fd80af0c3078a9bd828c0a66a048,202路,43e4740e92183dc8b3c4ab5966883327,高山湾枢纽站,桥南第一村,高山湾枢纽站东侧约417米,417,113,46,多云,22.5,9.4,13,19,0,宏声桥商圈,商圈客流,0.502,雨天出行,0.811,0.515,0.623,0.479,普通,常态候车,外面天气感觉一般，我从高山湾枢纽站东侧约417米出发去桥南第一村，帮我看看路况和车上挤不挤。,"您好！从高山湾枢纽站东侧约417米前往桥南第一村，距离上车点高山湾枢纽站约417米，走过去很近。

目前202路的车厢拥挤度在 81% 左右，道路拥堵指数 52%。

💡 **综合建议**：整体路况和客流处于常态水平，您可以按原计划步行前往站点正常候车。建议通过App留意车辆到站预估时间。"
TA00447,2024-04-07 15:11:00,c2b333726a91ce0fb6190c8e428177d5,101路,7590b83cb4649b9bc208d2b94c5cd349,邮政局,朋乐路口,邮政局商圈附近约734米,734,86,65,小雨,10.8,14.1,13,19,0,实验中学考点周边,高峰集散,0.41,雨天出行,0.948,0.583,0.743,0.1,强提醒,避让/错峰,我现在在邮政局商圈附近约734米，要去朋乐路口，走过去坐101路合适吗？,"您好！从邮政局商圈附近约734米前往朋乐路口，当前外面是小雨，距离邮政局站还有734米步行路程，请务必备好雨具注意安全。

目前101路的车厢拥挤度在 95% 左右，道路拥堵指数 58%。

💡 **综合建议**：车厢目前非常拥挤且路况不佳，等候时间较长。建议您在室内稍作休息错开当前高峰，或者考虑打车/骑行等其他交通方式。"
TA00448,2024-04-07 13:43:00,32212c3bf4ceeaf6d20f1e147a0729c0,111路,e65b76b55f4e5eaa894486edf90a6878,森林公园,沙溪温泉,森林公园对面天桥下约183米,183,30,11,阴,30.3,11.4,11,14,1,实验中学考点周边,高峰集散,0.832,晚高峰回家,0.612,0.602,0.562,0.771,推荐,立即前往,请帮我判断下，现在从森林公园对面天桥下约183米去沙溪温泉，推荐按原计划等车还是换个方案？,"您好！从森林公园对面天桥下约183米前往沙溪温泉，目前正值高峰时段，周边道路和客流压力较大。

目前111路的车厢拥挤度在 61% 左右，道路拥堵指数 60%。另外，受实验中学考点周边高峰集散影响，途经该区域可能会有客流聚集。

💡 **综合建议**：目前该线路运行通畅，车内座位充足。建议您直接前往站点候车，这是当下最高效的出行选择。"
TA00449,2024-04-07 13:07:00,0579abf0fa4403b90a190dbaea38636c,127路,cdefbce7d3b2383a7ae3fc110df92241,桥南新苑,洗墨路口,桥南新苑对面天桥下约754米,754,114,88,阴,23.9,10.2,14,19,0,人武部换乘口,换乘热点,0.49,雨天出行,0.845,0.505,0.642,0.1,普通,常态候车,请帮我判断下，现在从桥南新苑对面天桥下约754米去洗墨路口，推荐按原计划等车还是换个方案？,"您好！从桥南新苑对面天桥下约754米前往洗墨路口，距离上车点桥南新苑约754米，走过去很近。

目前127路的车厢拥挤度在 84% 左右，道路拥堵指数 50%。

💡 **综合建议**：整体路况和客流处于常态水平，您可以按原计划步行前往站点正常候车。建议通过App留意车辆到站预估时间。"
TA00450,2024-04-07 13:22:00,f19c1de7e49ae3d4dfb6555402f995bb,112路,e1a0eff15de911bb71b27e7341073cd0,南门山（国美）,杨树新村菜市场,南门山（国美）北侧路口约577米,577,36,15,阴,9.8,11.5,17,17,1,白鹤梁,文化景区,0.558,换乘规划,0.88,0.837,0.768,0.279,强提醒,避让/错峰,我刚到南门山（国美）北侧路口约577米附近，准备回杨树新村菜市场，坐112路的话要等很久吗？,"您好！从南门山（国美）北侧路口约577米前往杨树新村菜市场，目前正值高峰时段，周边道路和客流压力较大。

目前112路的车厢拥挤度在 88% 左右，道路拥堵指数 84%。

💡 **综合建议**：车厢目前非常拥挤且路况不佳，等候时间较长。建议您在室内稍作休息错开当前高峰，或者考虑打车/骑行等其他交通方式。"
TA00451,2024-04-07 10:41:00,21c4fd80af0c3078a9bd828c0a66a048,202路,3de2c7760a21d9abc8abdcacaf08f885,行政服务中心,奥体中心,行政服务中心对面天桥下约658米,658,60,35,阴,27.7,8.3,19,19,1,江东滨江带,滨江休闲,0.788,通勤出行,0.82,0.796,0.704,0.177,普通,常态候车,请帮我判断下，现在从行政服务中心对面天桥下约658米去奥体中心，推荐按原计划等车还是换个方案？,"您好！从行政服务中心对面天桥下约658米前往奥体中心，目前正值高峰时段，周边道路和客流压力较大。

目前202路的车厢拥挤度在 82% 左右，道路拥堵指数 80%。另外，受江东滨江带滨江休闲影响，途经该区域可能会有客流聚集。

💡 **综合建议**：整体路况和客流处于常态水平，您可以按原计划步行前往站点正常候车。建议通过App留意车辆到站预估时间。"
TA00452,2024-04-07 07:11:00,32212c3bf4ceeaf6d20f1e147a0729c0,111路,e7b6a327e08cfeb33da00b35223b9f6d,泽胜温泉城（西门）,中天广场,泽胜温泉城（西门）北侧路口约279米,279,48,11,小雨,30.5,8.8,12,14,1,高笋塘步行区,商圈客流,0.351,晚高峰回家,0.805,0.873,0.723,0.651,强提醒,避让/错峰,请帮我判断下，现在从泽胜温泉城（西门）北侧路口约279米去中天广场，推荐按原计划等车还是换个方案？,"您好！从泽胜温泉城（西门）北侧路口约279米前往中天广场，目前正值高峰时段，周边道路和客流压力较大。

目前111路的车厢拥挤度在 80% 左右，道路拥堵指数 87%。

💡 **综合建议**：车厢目前非常拥挤且路况不佳，等候时间较长。建议您在室内稍作休息错开当前高峰，或者考虑打车/骑行等其他交通方式。"
TA00453,2024-04-07 17:59:00,f159e13439ea9fe0f8ac7fbc9ba83599,204路,e59f1cf49d1626952b32daee51040d78,杨树新村菜市场,江东花苑,杨树新村菜市场对面天桥下约484米,484,89,38,雷阵雨,14.0,18.3,7,8,1,宏声桥商圈,商圈客流,0.298,雨天出行,0.974,0.903,0.88,0.395,强提醒,避让/错峰,外面天气感觉一般，我从杨树新村菜市场对面天桥下约484米出发去江东花苑，帮我看看路况和车上挤不挤。,"您好！从杨树新村菜市场对面天桥下约484米前往江东花苑，目前正值高峰时段，周边道路和客流压力较大。

目前204路的车厢拥挤度在 97% 左右，道路拥堵指数 90%。受路况影响，预计当前发车间隔较长（约 18.3 分钟）。

💡 **综合建议**：车厢目前非常拥挤且路况不佳，等候时间较长。建议您在室内稍作休息错开当前高峰，或者考虑打车/骑行等其他交通方式。"
TA00454,2024-04-07 16:09:00,32212c3bf4ceeaf6d20f1e147a0729c0,111路,abb796ab1c56bf68b73a41b1e8721022,新大兴,蒿枝坝,新大兴北侧路口约597米,597,19,12,阴,19.7,23.1,10,14,0,人武部换乘口,换乘热点,0.294,景区避堵,0.39,0.972,0.64,0.254,强提醒,避让/错峰,请帮我判断下，现在从新大兴北侧路口约597米去蒿枝坝，推荐按原计划等车还是换个方案？,"您好！从新大兴北侧路口约597米前往蒿枝坝，距离上车点新大兴约597米，走过去很近。

目前111路的车厢拥挤度在 39% 左右，道路拥堵指数 97%。受路况影响，预计当前发车间隔较长（约 23.1 分钟）。

💡 **综合建议**：车厢目前非常拥挤且路况不佳，等候时间较长。建议您在室内稍作休息错开当前高峰，或者考虑打车/骑行等其他交通方式。"
